,wavenumber,experimental,CO2 v2a phase I,CO2 v2b phase I,CO2 gas,linear baseline,residue,CO2 gas experimental
863,1431.95,2.65355,0.0,0.0,0.0,-17.3545,20.008,0.0622521
864,1432.91,2.67185,0.0,0.0,0.0,-17.3786,20.0504,0.0706646
865,1433.88,2.67763,0.0,0.0,0.0,-17.4026,20.0803,0.0670477
866,1434.84,2.58461,0.0,0.0,0.0,-17.4267,20.0113,0.0759904
867,1435.8,2.33387,0.0,0.0,0.0,-17.4508,19.7847,0.163163
868,1436.77,2.46984,0.0,0.0,0.0,-17.4749,19.9447,0.270924
869,1437.73,2.80241,0.0,0.0,0.0,-17.499,20.3014,0.153114
870,1438.7,2.72178,0.0,0.0,0.0,-17.5231,20.2449,0.0653235
871,1439.66,2.65894,0.0,0.0,0.0,-17.5472,20.2061,0.0467277
872,1440.62,2.63709,0.0,0.0,0.0,-17.5712,20.2083,0.0437708
873,1441.59,2.63516,0.0,0.0,0.0,-17.5954,20.2305,0.0433076
874,1442.55,2.64085,0.0,0.0,0.0,-17.6194,20.2603,0.0416447
875,1443.52,2.65589,0.0,0.0,0.0,-17.6435,20.2994,0.0419242
876,1444.48,2.638,0.0,0.0,0.0,-17.6676,20.3056,0.0437231
877,1445.45,2.61844,0.0,0.0,0.0,-17.6917,20.3101,0.0486102
878,1446.41,2.55551,0.0,0.0,0.0,-17.7158,20.2713,0.0647944
879,1447.38,2.53018,0.0,0.0,0.0,-17.7399,20.27,0.12639
880,1448.34,2.65796,0.0,0.0,0.0,-17.764,20.4219,0.142678
881,1449.3,2.68991,0.0,0.0,0.0,-17.788,20.4779,0.0743911
882,1450.27,2.64735,0.0,0.0,0.0,-17.8121,20.4595,0.0499589
883,1451.23,2.62967,0.0,0.0,0.0,-17.8362,20.4659,0.0686007
884,1452.2,2.63834,0.0,0.0,0.0,-17.8603,20.4987,0.0882532
885,1453.16,2.65137,0.0,0.0,0.0,-17.8844,20.5358,0.0716743
886,1454.12,2.58409,0.0,0.0,0.0,-17.9085,20.4926,0.0917504
887,1455.09,2.48293,0.0,0.0,0.0,-17.9325,20.4155,0.169263
888,1456.05,2.21526,0.0,0.0,0.0,-17.9567,20.1719,0.280739
889,1457.02,2.44636,0.0,0.0,0.0,-17.9807,20.4271,0.404671
890,1457.98,2.7109,0.0,0.0,0.0,-18.0048,20.7157,0.369216
891,1458.95,2.70083,0.0,0.0,0.0,-18.0289,20.7298,0.266002
892,1459.91,2.71527,0.0,0.0,0.0,-18.053,20.7683,0.137426
893,1460.88,2.68365,0.0,0.0,0.0,-18.0771,20.7607,0.0664908
894,1461.84,2.64458,0.0,0.0,0.0,-18.1012,20.7457,0.0534988
895,1462.8,2.58358,0.0,0.0,0.0,-18.1253,20.7088,0.0578726
896,1463.77,2.46716,0.0,0.0,0.0,-18.1493,20.6165,0.106024
897,1464.73,2.48983,0.0,0.0,0.0,-18.1734,20.6633,0.202763
898,1465.7,2.65235,0.0,0.0,0.0,-18.1975,20.8499,0.156402
899,1466.66,2.60152,0.0,0.0,0.0,-18.2216,20.8231,0.0736536
900,1467.62,2.56791,0.0,0.0,0.0,-18.2457,20.8136,0.056123
901,1468.59,2.53945,0.0,0.0,0.0,-18.2698,20.8092,0.0522286
902,1469.55,2.50937,0.0,0.0,0.0,-18.2939,20.8032,0.0577639
903,1470.52,2.41312,0.0,0.0,0.0,-18.318,20.7311,0.0942522
904,1471.48,2.23926,0.0,0.0,0.0,-18.342,20.5813,0.221079
905,1472.45,2.26822,0.0,0.0,0.0,-18.3661,20.6343,0.333588
906,1473.41,2.44303,0.0,0.0,0.0,-18.3902,20.8333,0.285757
907,1474.38,2.50611,0.0,0.0,0.0,-18.4143,20.9204,0.166811
908,1475.34,2.33485,0.0,0.0,0.0,-18.4384,20.7732,0.1462
909,1476.3,2.36295,0.0,0.0,0.0,-18.4625,20.8254,0.197633
910,1477.27,2.46398,0.0,0.0,0.0,-18.4866,20.9506,0.119838
911,1478.23,2.41239,0.0,0.0,0.0,-18.5106,20.923,0.0571175
912,1479.2,2.3886,0.0,0.0,0.0,-18.5347,20.9233,0.0493629
913,1480.16,2.33131,0.0,0.0,0.0,-18.5588,20.8901,0.065072
914,1481.12,2.33763,0.0,0.0,0.0,-18.5829,20.9205,0.096346
915,1482.09,2.36258,0.0,0.0,0.0,-18.607,20.9696,0.0789019
916,1483.05,2.36476,0.0,0.0,0.0,-18.6311,20.9958,0.0520739
917,1484.02,2.35785,0.0,0.0,0.0,-18.6552,21.013,0.0481201
918,1484.98,2.33082,0.0,0.0,0.0,-18.6793,21.0101,0.0576069
919,1485.95,2.27138,0.0,0.0,0.0,-18.7033,20.9747,0.0953155
920,1486.91,2.24938,0.0,0.0,0.0,-18.7274,20.9768,0.17154
921,1487.88,2.31518,0.0,0.0,0.0,-18.7515,21.0667,0.185012
922,1488.84,2.24728,0.0,0.0,0.0,-18.7756,21.0229,0.198312
923,1489.8,2.19542,0.0,0.0,0.0,-18.7997,20.9951,0.29442
924,1490.77,2.32898,0.0,0.0,0.0,-18.8238,21.1528,0.263525
925,1491.73,2.43357,0.0,0.0,0.0,-18.8479,21.2814,0.131306
926,1492.7,2.40742,0.0,0.0,0.0,-18.872,21.2794,0.0659531
927,1493.66,2.36286,0.0,0.0,0.0,-18.896,21.2589,0.0592389
928,1494.62,2.22256,0.0,0.0,0.0,-18.9201,21.1427,0.0816996
929,1495.59,2.10083,0.0,0.0,0.0,-18.9442,21.0451,0.173766
930,1496.55,2.42335,0.0,0.0,0.0,-18.9683,21.3916,0.234193
931,1497.52,2.41752,0.0,0.0,0.0,-18.9924,21.4099,0.170555
932,1498.48,2.25729,0.0,0.0,0.0,-19.0165,21.2738,0.199316
933,1499.45,2.3881,0.0,0.0,0.0,-19.0406,21.4287,0.174163
934,1500.41,2.36663,0.0,0.0,0.0,-19.0646,21.4313,0.0992405
935,1501.38,2.30762,0.0,0.0,0.0,-19.0887,21.3964,0.0961298
936,1502.34,2.30237,0.0,0.0,0.0,-19.1128,21.4152,0.092422
937,1503.3,2.2619,0.0,0.0,0.0,-19.1369,21.3988,0.0819383
938,1504.27,2.10111,0.0,0.0,0.0,-19.161,21.2621,0.127178
939,1505.23,1.82417,0.0,0.0,0.0,-19.1851,21.0093,0.294818
940,1506.2,1.86802,0.0,0.0,0.0,-19.2092,21.0772,0.580337
941,1507.16,2.1839,0.0,0.0,0.0,-19.2333,21.4172,0.60333
942,1508.12,2.28579,0.0,0.0,0.0,-19.2574,21.5431,0.422782
943,1509.09,2.26195,0.0,0.0,0.0,-19.2814,21.5434,0.298249
944,1510.05,2.29855,0.0,0.0,0.0,-19.3055,21.6041,0.206606
945,1511.02,2.24264,0.0,0.0,0.0,-19.3296,21.5722,0.14429
946,1511.98,2.19132,0.0,0.0,0.0,-19.3537,21.545,0.166276
947,1512.95,2.27459,0.0,0.0,0.0,-19.3778,21.6524,0.143644
948,1513.91,2.22683,0.0,0.0,0.0,-19.4019,21.6287,0.105265
949,1514.88,2.16004,0.0,0.0,0.0,-19.426,21.586,0.151336
950,1515.84,2.08216,0.0,0.0,0.0,-19.4501,21.5322,0.224914
951,1516.8,2.03681,0.0,0.0,0.0,-19.4741,21.5109,0.349992
952,1517.77,2.2381,0.0,0.0,0.0,-19.4982,21.7363,0.29156
953,1518.73,2.19215,0.0,0.0,0.0,-19.5223,21.7145,0.160417
954,1519.7,1.98659,0.0,0.0,0.0,-19.5464,21.533,0.205505
955,1520.66,1.86022,0.0,0.0,0.0,-19.5705,21.4307,0.385435
956,1521.62,2.16633,0.0,0.0,0.0,-19.5946,21.7609,0.435664
957,1522.59,2.26716,0.0,0.0,0.0,-19.6187,21.8858,0.333987
958,1523.55,2.21814,0.0,0.0,0.0,-19.6427,21.8609,0.205107
959,1524.52,2.04081,0.0,0.0,0.0,-19.6668,21.7076,0.196185
960,1525.48,2.11355,0.0,0.0,0.0,-19.6909,21.8045,0.251238
961,1526.45,2.20319,0.0,0.0,0.0,-19.715,21.9182,0.203488
962,1527.41,2.11651,0.0,0.0,0.0,-19.7391,21.8556,0.196823
963,1528.37,2.15526,0.0,0.0,0.0,-19.7632,21.9184,0.187345
964,1529.34,2.18669,0.0,0.0,0.0,-19.7873,21.974,0.117832
965,1530.3,2.1364,0.0,0.0,0.0,-19.8114,21.9478,0.0800532
966,1531.27,2.0945,0.0,0.0,0.0,-19.8354,21.9299,0.11508
967,1532.23,1.95898,0.0,0.0,0.0,-19.8595,21.8185,0.178147
968,1533.2,1.88612,0.0,0.0,0.0,-19.8836,21.7697,0.297551
969,1534.16,2.14173,0.0,0.0,0.0,-19.9077,22.0494,0.282902
970,1535.12,2.15463,0.0,0.0,0.0,-19.9318,22.0864,0.148487
971,1536.09,2.08537,0.0,0.0,0.0,-19.9559,22.0413,0.0991331
972,1537.05,1.92426,0.0,0.0,0.0,-19.98,21.9042,0.111451
973,1538.02,1.68213,0.0,0.0,0.0,-20.004,21.6862,0.22444
974,1538.98,1.59122,0.0,0.0,0.0,-20.0281,21.6193,0.492753
975,1539.95,1.91207,0.0,0.0,0.0,-20.0522,21.9643,0.584712
976,1540.91,1.97785,0.0,0.0,0.0,-20.0763,22.0542,0.424135
977,1541.87,1.91927,0.0,0.0,0.0,-20.1004,22.0197,0.390596
978,1542.84,2.1115,0.0,0.0,0.0,-20.1245,22.236,0.3282
979,1543.8,1.98901,0.0,0.0,0.0,-20.1486,22.1376,0.253981
980,1544.77,1.92871,0.0,0.0,0.0,-20.1727,22.1014,0.266631
981,1545.73,2.15439,0.0,0.0,0.0,-20.1967,22.3511,0.211518
982,1546.7,2.1767,0.0,0.0,0.0,-20.2208,22.3975,0.10304
983,1547.66,2.09198,0.0,0.0,0.0,-20.2449,22.3369,0.0713908
984,1548.62,1.99735,0.0,0.0,0.0,-20.269,22.2664,0.100718
985,1549.59,1.95728,0.0,0.0,0.0,-20.2931,22.2504,0.1947
986,1550.55,2.10949,0.0,0.0,0.0,-20.3172,22.4267,0.185798
987,1551.52,2.11058,0.0,0.0,0.0,-20.3413,22.4518,0.0995367
988,1552.48,1.99389,0.0,0.0,0.0,-20.3653,22.3592,0.0879049
989,1553.44,1.81383,0.0,0.0,0.0,-20.3894,22.2033,0.158292
990,1554.41,1.97682,0.0,0.0,0.0,-20.4135,22.3903,0.256804
991,1555.37,2.11199,0.0,0.0,0.0,-20.4376,22.5496,0.18672
992,1556.34,1.87253,0.0,0.0,0.0,-20.4617,22.3342,0.170478
993,1557.3,1.43607,0.0,0.0,0.0,-20.4858,21.9218,0.336467
994,1558.27,1.50396,0.0,0.0,0.0,-20.5099,22.0138,0.67329
995,1559.23,1.70712,0.0,0.0,0.0,-20.534,22.2411,0.742484
996,1560.19,2.1133,0.0,0.0,0.0,-20.558,22.6713,0.50566
997,1561.16,2.27273,0.0,0.0,0.0,-20.5821,22.8549,0.220043
998,1562.12,2.053,0.0,0.0,0.0,-20.6062,22.6592,0.105394
999,1563.09,2.0078,0.0,0.0,0.0,-20.6303,22.6381,0.0797557
1000,1564.05,1.93462,0.0,0.0,0.0,-20.6544,22.589,0.120345
1001,1565.02,1.98311,0.0,0.0,0.0,-20.6785,22.6616,0.162112
1002,1565.98,2.05328,0.0,0.0,0.0,-20.7026,22.7558,0.10505
1003,1566.94,2.01151,0.0,0.0,0.0,-20.7266,22.7382,0.0687105
1004,1567.91,1.91332,0.0,0.0,0.0,-20.7508,22.6641,0.10147
1005,1568.87,1.78235,0.0,0.0,0.0,-20.7748,22.5572,0.22978
1006,1569.84,1.937,0.0,0.0,0.0,-20.7989,22.7359,0.296041
1007,1570.8,2.13379,0.0,0.0,0.0,-20.823,22.9568,0.15025
1008,1571.77,2.06491,0.0,0.0,0.0,-20.8471,22.912,0.0755828
1009,1572.73,2.02152,0.0,0.0,0.0,-20.8712,22.8927,0.0665056
1010,1573.69,1.99414,0.0,0.0,0.0,-20.8953,22.8894,0.0752767
1011,1574.66,1.86158,0.0,0.0,0.0,-20.9193,22.7809,0.119902
1012,1575.62,1.66814,0.0,0.0,0.0,-20.9434,22.6116,0.255845
1013,1576.59,2.05316,0.0,0.0,0.0,-20.9675,23.0207,0.321131
1014,1577.55,2.15748,0.0,0.0,0.0,-20.9916,23.1491,0.172514
1015,1578.52,2.09566,0.0,0.0,0.0,-21.0157,23.1114,0.0875237
1016,1579.48,2.07797,0.0,0.0,0.0,-21.0398,23.1178,0.060387
1017,1580.44,2.07862,0.0,0.0,0.0,-21.0639,23.1425,0.0538187
1018,1581.41,2.08884,0.0,0.0,0.0,-21.088,23.1768,0.0518719
1019,1582.37,2.10795,0.0,0.0,0.0,-21.1121,23.22,0.0520606
1020,1583.34,2.12033,0.0,0.0,0.0,-21.1361,23.2565,0.0511566
1021,1584.3,2.12702,0.0,0.0,0.0,-21.1602,23.2872,0.049179
1022,1585.27,2.13403,0.0,0.0,0.0,-21.1843,23.3183,0.0481655
1023,1586.23,2.14104,0.0,0.0,0.0,-21.2084,23.3494,0.0482313
1024,1587.19,2.15699,0.0,0.0,0.0,-21.2325,23.3895,0.0481336
1025,1588.16,2.19148,0.0,0.0,0.0,-21.2566,23.448,0.0489977
1026,1589.12,2.19035,0.0,0.0,0.0,-21.2807,23.471,0.0552529
1027,1590.09,2.20292,0.0,0.0,0.0,-21.3047,23.5077,0.0600307
1028,1591.05,2.21442,0.0,0.0,0.0,-21.3288,23.5433,0.0585563
1029,1592.02,2.21872,0.0,0.0,0.0,-21.3529,23.5716,0.0568093
1030,1592.98,2.19885,0.0,0.0,0.0,-21.377,23.5759,0.0553234
1031,1593.94,2.19438,0.0,0.0,0.0,-21.4011,23.5955,0.0726085
1032,1594.91,2.20577,0.0,0.0,0.0,-21.4252,23.6309,0.0804716
1033,1595.87,2.19908,0.0,0.0,0.0,-21.4493,23.6483,0.068884
1034,1596.84,2.19659,0.0,0.0,0.0,-21.4734,23.67,0.059824
1035,1597.8,2.19188,0.0,0.0,0.0,-21.4974,23.6893,0.0501283
1036,1598.77,2.17916,0.0,0.0,0.0,-21.5215,23.7007,0.0479905
1037,1599.73,2.16567,0.0,0.0,0.0,-21.5456,23.7113,0.0498039
1038,1600.69,2.14423,0.0,0.0,0.0,-21.5697,23.7139,0.0597634
1039,1601.66,2.14387,0.0,0.0,0.0,-21.5938,23.7377,0.0660738
1040,1602.62,2.11645,0.0,0.0,0.0,-21.6179,23.7343,0.0744299
1041,1603.59,2.11464,0.0,0.0,0.0,-21.642,23.7566,0.0752861
1042,1604.55,2.11279,0.0,0.0,0.0,-21.6661,23.7788,0.0570156
1043,1605.52,2.10434,0.0,0.0,0.0,-21.6901,23.7945,0.0533
1044,1606.48,2.06321,0.0,0.0,0.0,-21.7142,23.7774,0.0727666
1045,1607.44,2.05989,0.0,0.0,0.0,-21.7383,23.7982,0.0827982
1046,1608.41,2.06086,0.0,0.0,0.0,-21.7624,23.8233,0.0809184
1047,1609.37,2.07664,0.0,0.0,0.0,-21.7865,23.8631,0.100201
1048,1610.34,2.10986,0.0,0.0,0.0,-21.8106,23.9204,0.0807511
1049,1611.3,2.0883,0.0,0.0,0.0,-21.8347,23.923,0.0559592
1050,1612.27,2.07543,0.0,0.0,0.0,-21.8587,23.9342,0.054062
1051,1613.23,2.07175,0.0,0.0,0.0,-21.8828,23.9546,0.0571452
1052,1614.19,2.05817,0.0,0.0,0.0,-21.9069,23.9651,0.0668196
1053,1615.16,1.95273,0.0,0.0,0.0,-21.931,23.8837,0.108857
1054,1616.12,1.75653,0.0,0.0,0.0,-21.9551,23.7116,0.236728
1055,1617.09,2.10585,0.0,0.0,0.0,-21.9792,24.085,0.296583
1056,1618.05,2.24089,0.0,0.0,0.0,-22.0033,24.2442,0.150325
1057,1619.02,2.14511,0.0,0.0,0.0,-22.0274,24.1725,0.0796571
1058,1619.98,2.11005,0.0,0.0,0.0,-22.0514,24.1615,0.0674399
1059,1620.94,2.09177,0.0,0.0,0.0,-22.0755,24.1673,0.0722279
1060,1621.91,2.04286,0.0,0.0,0.0,-22.0996,24.1425,0.107179
1061,1622.87,1.93406,0.0,0.0,0.0,-22.1237,24.0578,0.207026
1062,1623.84,2.10848,0.0,0.0,0.0,-22.1478,24.2563,0.229251
1063,1624.8,2.21485,0.0,0.0,0.0,-22.1719,24.3867,0.117492
1064,1625.77,2.15449,0.0,0.0,0.0,-22.196,24.3505,0.0706637
1065,1626.73,2.04313,0.0,0.0,0.0,-22.22,24.2632,0.098683
1066,1627.69,2.07644,0.0,0.0,0.0,-22.2441,24.3206,0.16743
1067,1628.66,2.16778,0.0,0.0,0.0,-22.2682,24.436,0.129141
1068,1629.62,2.13763,0.0,0.0,0.0,-22.2923,24.4299,0.0679305
1069,1630.59,2.13297,0.0,0.0,0.0,-22.3164,24.4494,0.0556565
1070,1631.55,2.13771,0.0,0.0,0.0,-22.3405,24.4782,0.0566925
1071,1632.52,2.14818,0.0,0.0,0.0,-22.3646,24.5128,0.0628935
1072,1633.48,2.03968,0.0,0.0,0.0,-22.3887,24.4283,0.0924035
1073,1634.44,1.72251,0.0,0.0,0.0,-22.4127,24.1352,0.214729
1074,1635.41,1.85671,0.0,0.0,0.0,-22.4368,24.2935,0.419999
1075,1636.37,2.28169,0.0,0.0,0.0,-22.4609,24.7426,0.316105
1076,1637.34,2.19693,0.0,0.0,0.0,-22.485,24.6819,0.230153
1077,1638.3,2.21053,0.0,0.0,0.0,-22.5091,24.7196,0.14908
1078,1639.27,2.19434,0.0,0.0,0.0,-22.5332,24.7275,0.0848993
1079,1640.23,2.17649,0.0,0.0,0.0,-22.5573,24.7338,0.0778321
1080,1641.19,2.1651,0.0,0.0,0.0,-22.5813,24.7464,0.0724581
1081,1642.16,2.17808,0.0,0.0,0.0,-22.6055,24.7835,0.0739263
1082,1643.12,2.17174,0.0,0.0,0.0,-22.6295,24.8013,0.072907
1083,1644.09,2.12584,0.0,0.0,0.0,-22.6536,24.7795,0.0838685
1084,1645.05,1.85819,0.0,0.0,0.0,-22.6777,24.5359,0.160761
1085,1646.02,1.90574,0.0,0.0,0.0,-22.7018,24.6075,0.317209
1086,1646.98,2.09808,0.0,0.0,0.0,-22.7259,24.824,0.36654
1087,1647.94,2.13721,0.0,0.0,0.0,-22.75,24.8872,0.328973
1088,1648.91,2.23373,0.0,0.0,0.0,-22.7741,25.0078,0.193399
1089,1649.87,2.16146,0.0,0.0,0.0,-22.7981,24.9596,0.111024
1090,1650.84,1.99777,0.0,0.0,0.0,-22.8222,24.82,0.131287
1091,1651.8,1.46237,0.0,0.0,0.0,-22.8463,24.3087,0.264134
1092,1652.77,1.48486,0.0,0.0,0.0,-22.8704,24.3553,0.62269
1093,1653.73,2.22406,0.0,0.0,0.0,-22.8945,25.1185,0.642513
1094,1654.69,2.28674,0.0,0.0,0.0,-22.9186,25.2053,0.343898
1095,1655.66,2.27997,0.0,0.0,0.0,-22.9427,25.2226,0.15694
1096,1656.62,2.17611,0.0,0.0,0.0,-22.9668,25.1429,0.0913331
1097,1657.59,2.1763,0.0,0.0,0.0,-22.9908,25.1671,0.0720678
1098,1658.55,2.15795,0.0,0.0,0.0,-23.0149,25.1729,0.0609515
1099,1659.52,2.16361,0.0,0.0,0.0,-23.039,25.2026,0.0585792
1100,1660.48,2.14043,0.0,0.0,0.0,-23.0631,25.2035,0.0702101
1101,1661.44,2.02366,0.0,0.0,0.0,-23.0872,25.1108,0.112369
1102,1662.41,1.97181,0.0,0.0,0.0,-23.1113,25.0831,0.199127
1103,1663.37,2.2005,0.0,0.0,0.0,-23.1354,25.3359,0.18494
1104,1664.34,2.20129,0.0,0.0,0.0,-23.1594,25.3607,0.0903004
1105,1665.3,2.1492,0.0,0.0,0.0,-23.1835,25.3327,0.0610533
1106,1666.27,2.14127,0.0,0.0,0.0,-23.2076,25.3489,0.0593598
1107,1667.23,2.08151,0.0,0.0,0.0,-23.2317,25.3132,0.0872111
1108,1668.19,1.88381,0.0,0.0,0.0,-23.2558,25.1396,0.183636
1109,1669.16,1.94801,0.0,0.0,0.0,-23.2799,25.2279,0.30526
1110,1670.12,2.17906,0.0,0.0,0.0,-23.304,25.483,0.235825
1111,1671.09,2.11445,0.0,0.0,0.0,-23.3281,25.4425,0.201267
1112,1672.05,2.17456,0.0,0.0,0.0,-23.3521,25.5267,0.168844
1113,1673.02,2.17921,0.0,0.0,0.0,-23.3762,25.5554,0.100318
1114,1673.98,1.94855,0.0,0.0,0.0,-23.4003,25.3489,0.119177
1115,1674.94,1.89808,0.0,0.0,0.0,-23.4244,25.3225,0.252249
1116,1675.91,2.20431,0.0,0.0,0.0,-23.4485,25.6528,0.237578
1117,1676.87,2.20987,0.0,0.0,0.0,-23.4726,25.6824,0.108109
1118,1677.84,2.13722,0.0,0.0,0.0,-23.4967,25.6339,0.0699587
1119,1678.8,2.07604,0.0,0.0,0.0,-23.5208,25.5968,0.0869535
1120,1679.77,2.06372,0.0,0.0,0.0,-23.5448,25.6086,0.153441
1121,1680.73,2.1434,0.0,0.0,0.0,-23.5689,25.7123,0.161547
1122,1681.69,2.0383,0.0,0.0,0.0,-23.593,25.6313,0.127112
1123,1682.66,1.83974,0.0,0.0,0.0,-23.6171,25.4568,0.216512
1124,1683.62,1.61037,0.0,0.0,0.0,-23.6412,25.2515,0.470863
1125,1684.59,1.89005,0.0,0.0,0.0,-23.6653,25.5553,0.565834
1126,1685.55,2.41004,0.0,0.0,0.0,-23.6894,26.0994,0.284738
1127,1686.52,2.278,0.0,0.0,0.0,-23.7134,25.9914,0.13606
1128,1687.48,2.08662,0.0,0.0,0.0,-23.7375,25.8241,0.11945
1129,1688.44,2.08375,0.0,0.0,0.0,-23.7616,25.8454,0.144979
1130,1689.41,2.10286,0.0,0.0,0.0,-23.7857,25.8886,0.142552
1131,1690.37,2.13926,0.0,0.0,0.0,-23.8098,25.949,0.130299
1132,1691.34,2.17191,0.0,0.0,0.0,-23.8339,26.0058,0.0856998
1133,1692.3,2.13691,0.0,0.0,0.0,-23.858,25.9949,0.0663893
1134,1693.27,2.11014,0.0,0.0,0.0,-23.8821,25.9922,0.0746288
1135,1694.23,1.95322,0.0,0.0,0.0,-23.9061,25.8594,0.118784
1136,1695.19,1.68241,0.0,0.0,0.0,-23.9302,25.6127,0.261567
1137,1696.16,2.11252,0.0,0.0,0.0,-23.9543,26.0668,0.379595
1138,1697.12,2.28584,0.0,0.0,0.0,-23.9784,26.2642,0.252146
1139,1698.09,2.09775,0.0,0.0,0.0,-24.0025,26.1003,0.187297
1140,1699.05,1.60195,0.0,0.0,0.0,-24.0266,25.6285,0.23986
1141,1700.02,1.5065,0.0,0.0,0.0,-24.0507,25.5572,0.516969
1142,1700.98,2.33926,0.0,0.0,0.0,-24.0747,26.414,0.428267
1143,1701.94,2.30907,0.0,0.0,0.0,-24.0988,26.4079,0.187054
1144,1702.91,2.15167,0.0,0.0,0.0,-24.1229,26.2746,0.115389
1145,1703.87,2.0343,0.0,0.0,0.0,-24.147,26.1813,0.158731
1146,1704.84,2.08885,0.0,0.0,0.0,-24.1711,26.2599,0.199748
1147,1705.8,2.06156,0.0,0.0,0.0,-24.1952,26.2568,0.212917
1148,1706.77,2.16,0.0,0.0,0.0,-24.2193,26.3793,0.206456
1149,1707.73,2.25531,0.0,0.0,0.0,-24.2434,26.4987,0.113145
1150,1708.69,2.1736,0.0,0.0,0.0,-24.2674,26.441,0.0702991
1151,1709.66,2.15646,0.0,0.0,0.0,-24.2915,26.448,0.0941641
1152,1710.62,2.19339,0.0,0.0,0.0,-24.3156,26.509,0.101633
1153,1711.59,2.19389,0.0,0.0,0.0,-24.3397,26.5336,0.0706667
1154,1712.55,2.12271,0.0,0.0,0.0,-24.3638,26.4865,0.0774419
1155,1713.52,2.05094,0.0,0.0,0.0,-24.3879,26.4388,0.135614
1156,1714.48,1.98026,0.0,0.0,0.0,-24.412,26.3922,0.226676
1157,1715.44,2.1056,0.0,0.0,0.0,-24.436,26.5416,0.236418
1158,1716.41,1.98966,0.0,0.0,0.0,-24.4602,26.4498,0.219885
1159,1717.37,1.92533,0.0,0.0,0.0,-24.4842,26.4096,0.338127
1160,1718.34,2.17842,0.0,0.0,0.0,-24.5083,26.6867,0.386229
1161,1719.3,2.29479,0.0,0.0,0.0,-24.5324,26.8272,0.202811
1162,1720.27,2.26488,0.0,0.0,0.0,-24.5565,26.8214,0.0885878
1163,1721.23,2.20285,0.0,0.0,0.0,-24.5806,26.7834,0.0627724
1164,1722.19,2.1873,0.0,0.0,0.0,-24.6047,26.792,0.0682143
1165,1723.16,2.18883,0.0,0.0,0.0,-24.6288,26.8176,0.0919975
1166,1724.12,2.23694,0.0,0.0,0.0,-24.6528,26.8898,0.0847537
1167,1725.09,2.24087,0.0,0.0,0.0,-24.6769,26.9178,0.0558689
1168,1726.05,2.23733,0.0,0.0,0.0,-24.701,26.9383,0.0513933
1169,1727.02,2.23887,0.0,0.0,0.0,-24.7251,26.964,0.052521
1170,1727.98,2.2252,0.0,0.0,0.0,-24.7492,26.9744,0.0549644
1171,1728.94,2.14633,0.0,0.0,0.0,-24.7733,26.9196,0.0930312
1172,1729.91,2.16718,0.0,0.0,0.0,-24.7974,26.9646,0.16738
1173,1730.87,2.22177,0.0,0.0,0.0,-24.8215,27.0432,0.137583
1174,1731.84,2.09867,0.0,0.0,0.0,-24.8455,26.9442,0.113261
1175,1732.8,1.82044,0.0,0.0,0.0,-24.8696,26.6901,0.201142
1176,1733.77,1.79109,0.0,0.0,0.0,-24.8937,26.6848,0.389977
1177,1734.73,2.15742,0.0,0.0,0.0,-24.9178,27.0752,0.352752
1178,1735.69,2.21027,0.0,0.0,0.0,-24.9419,27.1522,0.162333
1179,1736.66,2.04925,0.0,0.0,0.0,-24.966,27.0152,0.0886601
1180,1737.62,1.95243,0.0,0.0,0.0,-24.9901,26.9425,0.0861002
1181,1738.59,1.82395,0.0,0.0,0.0,-25.0141,26.8381,0.117955
1182,1739.55,1.73083,0.0,0.0,0.0,-25.0382,26.7691,0.211603
1183,1740.52,1.89663,0.0,0.0,0.0,-25.0623,26.959,0.178053
1184,1741.48,1.86892,0.0,0.0,0.0,-25.0864,26.9553,0.0909576
1185,1742.44,1.69454,0.0,0.0,0.0,-25.1105,26.805,0.116108
1186,1743.41,1.69244,0.0,0.0,0.0,-25.1346,26.827,0.172113
1187,1744.37,1.70706,0.0,0.0,0.0,-25.1587,26.8657,0.133975
1188,1745.34,1.6644,0.0,0.0,0.0,-25.1828,26.8472,0.103881
1189,1746.3,1.58217,0.0,0.0,0.0,-25.2068,26.789,0.127926
1190,1747.27,1.53721,0.0,0.0,0.0,-25.2309,26.7682,0.171811
1191,1748.23,1.47182,0.0,0.0,0.0,-25.255,26.7268,0.215114
1192,1749.19,1.4996,0.0,0.0,0.0,-25.2791,26.7787,0.207281
1193,1750.16,1.41202,0.0,0.0,0.0,-25.3032,26.7152,0.175624
1194,1751.12,1.41001,0.0,0.0,0.0,-25.3273,26.7373,0.226377
1195,1752.09,1.58328,0.0,0.0,0.0,-25.3514,26.9347,0.16595
1196,1753.05,1.50306,0.0,0.0,0.0,-25.3754,26.8785,0.0807299
1197,1754.01,1.43478,0.0,0.0,0.0,-25.3995,26.8343,0.0556458
1198,1754.98,1.39819,0.0,0.0,0.0,-25.4236,26.8218,0.0552177
1199,1755.94,1.28142,0.0,0.0,0.0,-25.4477,26.7291,0.0995622
1200,1756.91,1.3194,0.0,0.0,0.0,-25.4718,26.7912,0.150609
1201,1757.87,1.39662,0.0,0.0,0.0,-25.4959,26.8925,0.106815
1202,1758.84,1.34053,0.0,0.0,0.0,-25.52,26.8605,0.068613
1203,1759.8,1.28853,0.0,0.0,0.0,-25.5441,26.8326,0.0616055
1204,1760.76,1.12461,0.0,0.0,0.0,-25.5681,26.6928,0.103882
