Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, height, --- Created at Thu Jun  4 09:52:19 2020 ---
FN7114 map truncated version0232.CSV, 0232, Spec0232_A, Acenter, 20.893910581256, 
FN7114 map truncated version0233.CSV, 0233, Spec0233_A, Acenter, 54.497349081678, 
FN7114 map truncated version0234.CSV, 0234, Spec0234_A, Acenter, 100.54121128209, 
FN7114 map truncated version0235.CSV, 0235, Spec0235_A, Acenter, 136.2177695661, 
FN7114 map truncated version0236.CSV, 0236, Spec0236_A, Acenter, 151.86135881252, 
FN7114 map truncated version0237.CSV, 0237, Spec0237_A, Acenter, 149.44973234595, 
FN7114 map truncated version0238.CSV, 0238, Spec0238_A, Acenter, 135.69499891713, 
FN7114 map truncated version0239.CSV, 0239, Spec0239_A, Acenter, 86.833824973524, 
FN7114 map truncated version0240.CSV, 0240, Spec0240_A, Acenter, 112.538454, 
FN7114 map truncated version0241.CSV, 0241, Spec0241_A, Acenter, 5.8555289149732, 
FN7114 map truncated version0242.CSV, 0242, Spec0242_A, Acenter, 3.5815169947876, 
FN7114 map truncated version0243.CSV, 0243, Spec0243_A, Acenter, 3.1955553786782, 
FN7114 map truncated version0244.CSV, 0244, Spec0244_A, Acenter, 2.9344394323288, 
FN7114 map truncated version0245.CSV, 0245, Spec0245_A, Acenter, 3.1703059648209, 
FN7114 map truncated version0246.CSV, 0246, Spec0246_A, Acenter, 13.681673237045, 
FN7114 map truncated version0247.CSV, 0247, Spec0247_A, Acenter, 63.160720578226, 
FN7114 map truncated version0248.CSV, 0248, Spec0248_A, Acenter, 169.09715382077, 
FN7114 map truncated version0249.CSV, 0249, Spec0249_A, Acenter, 211.80645087502, 
FN7114 map truncated version0250.CSV, 0250, Spec0250_A, Acenter, 207.75793462857, 
FN7114 map truncated version0251.CSV, 0251, Spec0251_A, Acenter, 190.36932700277, 
FN7114 map truncated version0252.CSV, 0252, Spec0252_A, Acenter, 161.0184313375, 
FN7114 map truncated version0253.CSV, 0253, Spec0253_A, Acenter, 108.57015853748, 
FN7114 map truncated version0254.CSV, 0254, Spec0254_A, Acenter, 121.29277296104, 
FN7114 map truncated version0255.CSV, 0255, Spec0255_A, Acenter, 120.9784834589, 
FN7114 map truncated version0256.CSV, 0256, Spec0256_A, Acenter, 5.4786476041755, 
FN7114 map truncated version0257.CSV, 0257, Spec0257_A, Acenter, 4.1000941582004, 
FN7114 map truncated version0258.CSV, 0258, Spec0258_A, Acenter, 5.2175588142339, 
FN7114 map truncated version0259.CSV, 0259, Spec0259_A, Acenter, 4.1219619705182, 
FN7114 map truncated version0260.CSV, 0260, Spec0260_A, Acenter, 5.8786801233923, 
FN7114 map truncated version0261.CSV, 0261, Spec0261_A, Acenter, 25.602661001737, 
FN7114 map truncated version0262.CSV, 0262, Spec0262_A, Acenter, 118.11095975348, 
FN7114 map truncated version0263.CSV, 0263, Spec0263_A, Acenter, 210.82681712523, 
FN7114 map truncated version0264.CSV, 0264, Spec0264_A, Acenter, 235.27516541909, 
FN7114 map truncated version0265.CSV, 0265, Spec0265_A, Acenter, 184.73340780315, 
FN7114 map truncated version0266.CSV, 0266, Spec0266_A, Acenter, 163.84611707197, 
FN7114 map truncated version0267.CSV, 0267, Spec0267_A, Acenter, 156.96588523304, 
FN7114 map truncated version0268.CSV, 0268, Spec0268_A, Acenter, 159.62782434984, 
FN7114 map truncated version0269.CSV, 0269, Spec0269_A, Acenter, 154.50609751739, 
FN7114 map truncated version0270.CSV, 0270, Spec0270_A, Acenter, 148.54335979377, 
